name,major,score,activity,achievement,nonacademic_achievement,accept_status
Cathleen Clemons,ips,94,No,No,Yes,No
Isabella Kaufman,ipa,95,No,Yes,No,Yes
Susan Hinton,ipa,86,No,Yes,No,Yes
Benedict Shannon,ipa,85,No,No,No,Yes
George Kerr,ipa,86,No,No,Yes,No
Kadeem Barnett,ipa,82,Yes,Yes,No,Yes
Clementine Ashley,ipa,81,Yes,No,Yes,No
Trevor Graves,ipa,93,No,No,Yes,No
Dexter Kane,ips,83,No,No,No,No
Lois Bryan,ipa,89,Yes,No,No,No
Kiayada James,ips,95,Yes,No,No,No
Kaye Rodgers,ipa,94,Yes,Yes,Yes,No
Hoyt Ball,ipa,82,No,Yes,No,No
Amaya Koch,ipa,91,No,No,No,Yes
Elmo Hurst,ips,92,Yes,Yes,No,Yes
Erica Benjamin,ipa,81,No,No,No,No
Geraldine Kirk,ips,96,No,No,Yes,No
Gabriel Keller,ipa,94,Yes,No,Yes,Yes
Cherokee Snow,ipa,85,Yes,No,Yes,No
Winter Lawson,ips,81,No,Yes,No,Yes
Zahir Deleon,ips,81,No,No,Yes,No
Colette Reid,ipa,97,Yes,Yes,Yes,Yes
Jana Moran,ips,83,Yes,Yes,Yes,Yes
Galena Vasquez,ipa,98,No,Yes,No,No
Amethyst Woodard,ips,87,Yes,No,Yes,Yes
Iliana Berry,ipa,89,Yes,Yes,Yes,Yes
Dawn Levine,ips,88,No,Yes,Yes,Yes
Alana French,ips,90,Yes,No,Yes,Yes
Debra Wood,ipa,89,Yes,Yes,No,Yes
Chaney Vasquez,ipa,85,Yes,Yes,No,Yes
Nigel Chambers,ipa,98,No,No,No,Yes
Lucas Mcknight,ips,83,No,Yes,Yes,No
Nola Bean,ips,92,Yes,No,No,Yes
Bethany Pugh,ips,93,No,No,Yes,No
Sade Livingston,ips,81,No,No,No,Yes
Heather Barker,ips,96,No,Yes,Yes,No
Kuame Santana,ips,94,No,Yes,Yes,Yes
Fuller Nguyen,ips,85,Yes,Yes,Yes,Yes
Allistair Ware,ipa,91,No,No,No,No
Jermaine Gonzales,ips,91,Yes,No,No,Yes
Evelyn Bolton,ips,97,Yes,No,Yes,Yes
Stone Hickman,ips,82,Yes,No,Yes,No
Wang Hoover,ipa,93,No,Yes,Yes,Yes
Aphrodite Cross,ips,94,No,Yes,Yes,No
Odessa Greene,ips,91,Yes,Yes,Yes,No
Nina Mcfadden,ipa,81,No,No,Yes,No
Harding Wolf,ips,85,Yes,Yes,Yes,Yes
Caleb Bean,ips,90,Yes,No,Yes,Yes
Willow Aguilar,ips,96,No,Yes,Yes,Yes
Aileen Hernandez,ipa,90,No,No,Yes,Yes
Julian Becker,ips,96,Yes,No,No,Yes
Maisie Hamilton,ips,92,Yes,Yes,No,No
Francis Ewing,ips,92,No,No,Yes,No
Xander Hanson,ips,86,Yes,Yes,Yes,No
Edan Jordan,ips,97,Yes,Yes,No,No
Murphy Stanton,ipa,90,No,No,No,No
Conan Sargent,ips,95,Yes,No,No,No
Cain House,ips,93,No,Yes,No,Yes
Lisandra Palmer,ipa,89,No,Yes,Yes,Yes
Jordan Barton,ipa,84,No,Yes,Yes,Yes
Zephr Santiago,ipa,81,Yes,No,No,Yes
Clementine Reeves,ipa,96,Yes,No,Yes,No
Bernard Blair,ips,86,Yes,Yes,Yes,No
Abra Elliott,ipa,93,Yes,No,No,No
Nathan Dickerson,ips,88,No,Yes,Yes,No
Demetria Sargent,ips,83,Yes,No,No,No
Joelle Ayers,ips,86,No,Yes,Yes,Yes
Hadley Houston,ips,84,Yes,No,No,Yes
Galena Cardenas,ips,91,No,Yes,Yes,Yes
Ruby Morrow,ips,80,No,No,No,Yes
Vernon Haynes,ips,90,No,Yes,Yes,Yes
Wade Stephens,ips,90,No,Yes,No,No
Maisie Coleman,ips,91,No,No,No,No
Rooney Mclaughlin,ipa,90,No,Yes,Yes,Yes
Holly Ware,ips,81,Yes,No,No,No
Marah Bullock,ipa,80,Yes,Yes,No,No
Guy Waller,ips,96,No,Yes,Yes,Yes
Kellie Ball,ips,85,No,No,Yes,Yes
Brody Jones,ips,83,No,No,No,No
Jescie Olsen,ips,91,Yes,Yes,Yes,Yes
Roary Huffman,ipa,93,Yes,No,Yes,No
Sebastian Cummings,ipa,98,Yes,No,Yes,Yes
Blythe Larsen,ipa,85,No,No,Yes,Yes
Jescie Montoya,ipa,96,No,Yes,Yes,Yes
Kyle Noel,ipa,84,Yes,Yes,Yes,No
Yuri Woodward,ipa,83,No,No,Yes,Yes
Blake Jarvis,ipa,88,No,No,Yes,No
Jemima Hawkins,ips,85,Yes,No,No,No
Geraldine Schroeder,ipa,88,No,Yes,Yes,No
Robert Irwin,ips,84,Yes,No,Yes,Yes
Quin Norton,ips,85,Yes,No,No,No
Britanney Jennings,ips,86,No,Yes,Yes,Yes
Troy Rios,ips,91,Yes,Yes,Yes,No
Daphne Hebert,ipa,88,Yes,Yes,Yes,No
Adara Branch,ipa,88,No,No,No,No
Daphne Hurley,ipa,87,Yes,Yes,Yes,Yes
Leonard Vaughn,ips,92,Yes,No,Yes,No
Fritz Ortega,ips,91,No,Yes,No,Yes
Kasper Cole,ips,96,No,No,No,Yes
Lionel Lester,ips,86,Yes,No,Yes,Yes
Callum Conrad,ips,87,Yes,No,Yes,No
Florence Suarez,ipa,90,Yes,Yes,No,No
Zeus Mcneil,ips,93,No,Yes,Yes,No
Tad Bolton,ipa,82,No,No,Yes,No
Aretha Brennan,ips,84,Yes,Yes,Yes,Yes
Hedwig Preston,ips,94,No,No,Yes,Yes
Eve Crosby,ips,88,No,No,No,No
Darrel Spencer,ips,83,No,No,Yes,Yes
Xantha Tyson,ipa,83,No,No,No,No
Derek Preston,ips,86,Yes,Yes,Yes,Yes
Dylan Holder,ipa,81,Yes,Yes,Yes,Yes
Sacha Day,ips,83,No,Yes,No,Yes
Tana Kinney,ips,93,No,Yes,Yes,No
Deacon Shields,ipa,89,No,No,Yes,No
Graiden Klein,ipa,85,Yes,Yes,Yes,Yes
Quinn Curry,ips,89,Yes,No,Yes,No
Rigel Fields,ips,88,Yes,No,No,Yes
Stuart Singleton,ips,89,No,Yes,No,No
Hamish West,ips,92,No,No,Yes,Yes
Keith Pratt,ipa,85,No,Yes,Yes,Yes
Herman Pruitt,ips,84,No,Yes,Yes,No
Hillary Ballard,ips,88,No,Yes,Yes,Yes
Ashton Zimmerman,ips,86,Yes,Yes,Yes,Yes
Kenneth Taylor,ips,95,No,No,Yes,No
Orlando Schroeder,ips,96,Yes,No,No,Yes
Erich Glass,ipa,85,No,Yes,Yes,Yes
Bert Patterson,ips,83,Yes,Yes,No,Yes
Orson Dennis,ipa,97,Yes,Yes,Yes,No
Hilary Maynard,ips,90,No,Yes,No,No
Chaim Powers,ipa,83,Yes,No,No,Yes
Hunter Fowler,ips,85,No,Yes,No,Yes
Nyssa Lee,ips,84,No,No,Yes,No
Kelly Reynolds,ipa,91,Yes,Yes,Yes,Yes
Karyn Haynes,ipa,82,No,Yes,Yes,Yes
Valentine Bullock,ipa,95,No,No,Yes,Yes
Dara Livingston,ipa,94,No,Yes,Yes,Yes
Aidan Harmon,ips,91,No,No,Yes,Yes
Emmanuel Rios,ips,84,No,No,No,No
Sarah Dawson,ipa,83,Yes,No,No,No
Yardley Hopper,ipa,80,No,No,No,Yes
Fleur Gallegos,ipa,94,Yes,Yes,No,Yes
Reuben Cotton,ipa,88,No,Yes,Yes,No
Tanya Monroe,ipa,90,No,Yes,No,No
Lesley Carson,ipa,96,No,No,No,Yes
Aretha Osborne,ips,83,No,No,Yes,Yes
Quemby Bean,ips,87,No,No,Yes,Yes
Cassidy Sharpe,ips,90,No,Yes,Yes,Yes
Georgia Roman,ipa,80,Yes,Yes,Yes,Yes
Asher Hatfield,ips,87,Yes,Yes,No,No
Plato Dorsey,ips,86,Yes,Yes,Yes,No
Deacon Mcintyre,ipa,88,No,Yes,Yes,No
Wanda Ferrell,ipa,83,Yes,Yes,No,Yes
Samson Giles,ipa,84,Yes,Yes,No,No
Ramona Larsen,ipa,97,Yes,Yes,No,Yes
Donna Bray,ips,96,Yes,Yes,Yes,Yes
Martin Edwards,ipa,89,No,Yes,No,No
Leslie Gill,ipa,90,Yes,No,Yes,No
Blaze Hunter,ips,97,Yes,Yes,Yes,Yes
Bianca Raymond,ipa,92,Yes,Yes,No,No
Robert Hamilton,ipa,92,No,No,Yes,Yes
Grady Wolfe,ipa,94,No,No,No,No
Frances Roach,ips,90,Yes,Yes,No,Yes
Zenia Woods,ipa,86,Yes,No,No,No
Unity Orr,ips,83,No,Yes,Yes,Yes
Gray Gillespie,ipa,90,No,No,No,Yes
Gannon Head,ips,93,No,No,Yes,No
Gloria Munoz,ipa,88,No,Yes,Yes,Yes
Ashely Workman,ipa,82,Yes,Yes,No,No
Harding Dawson,ips,97,No,No,No,Yes
Hiroko Sims,ipa,86,No,Yes,No,Yes
Christine Alvarez,ipa,83,No,Yes,Yes,Yes
Zenia Rodriquez,ipa,82,Yes,No,Yes,Yes
David Moreno,ips,90,No,No,No,Yes
Mia Hill,ips,82,No,No,No,Yes
Louis Stephens,ipa,85,Yes,Yes,No,Yes
Ramona Porter,ipa,94,Yes,Yes,No,Yes
Harlan Carter,ipa,85,No,Yes,No,Yes
Veronica Bennett,ipa,90,Yes,No,No,Yes
Serena O'connor,ips,93,No,No,Yes,Yes
Amir Romero,ips,86,Yes,No,No,No
Oleg Mcclain,ipa,88,Yes,No,Yes,No
Claire Stokes,ips,82,Yes,Yes,No,Yes
Vanna Mcneil,ips,92,No,No,No,No
Kamal Hunter,ips,96,No,Yes,No,Yes
Francis Bean,ips,83,Yes,Yes,No,Yes
Irene Robertson,ipa,80,Yes,No,No,No
Haviva Anderson,ipa,96,No,No,Yes,No
Olivia Henson,ipa,93,Yes,Yes,Yes,No
Rashad Sweeney,ips,81,No,Yes,No,No
Ivana Valencia,ipa,88,Yes,No,Yes,Yes
Shelly Peters,ips,83,Yes,Yes,No,No
Nicholas Osborne,ips,85,No,No,No,Yes
Martina Jennings,ips,88,Yes,Yes,Yes,No
Charissa Calderon,ips,90,Yes,No,No,No
Xenos Alvarado,ipa,96,Yes,No,Yes,No
Doris Mueller,ipa,84,No,No,Yes,No
Joshua Browning,ipa,86,No,Yes,No,Yes
Alea Cantu,ips,83,No,No,Yes,No
Chiquita Figueroa,ipa,87,No,No,Yes,Yes
Fitzgerald William,ipa,81,No,No,No,Yes
Bradley Cooley,ipa,83,No,No,No,Yes
Xavier Talley,ipa,93,Yes,No,No,Yes
Sydnee Humphrey,ips,89,Yes,No,No,Yes
Gray Guerrero,ipa,87,Yes,No,Yes,Yes
Lila Frederick,ips,96,Yes,Yes,Yes,Yes
Kelly Gross,ips,89,Yes,Yes,Yes,No
Jade Rojas,ips,85,Yes,No,Yes,Yes
Arthur Matthews,ips,97,Yes,No,Yes,No
Phillip Dodson,ipa,80,Yes,No,Yes,No
Sopoline Workman,ipa,91,No,Yes,No,No
Richard Blevins,ipa,93,No,Yes,Yes,Yes
Callum Barrera,ipa,97,Yes,No,No,Yes
Reuben Valenzuela,ipa,94,No,Yes,Yes,No
Neve Brooks,ips,80,No,Yes,No,Yes
Chadwick Downs,ipa,94,Yes,No,Yes,Yes
Steven Moreno,ipa,86,No,Yes,Yes,No
Kellie Sandoval,ips,83,No,No,Yes,Yes
Emery William,ipa,87,Yes,No,No,No
Alisa Tillman,ipa,93,Yes,Yes,Yes,Yes
Alexander Baker,ipa,88,Yes,Yes,No,No
Zorita Davis,ips,94,Yes,No,Yes,Yes
Connor Mooney,ips,98,No,Yes,Yes,No
Chelsea Powers,ips,94,Yes,No,No,No
Yuli Livingston,ipa,89,Yes,Yes,Yes,No
Jelani Holcomb,ipa,84,Yes,Yes,No,No
Carl Mcdowell,ips,83,No,No,No,No
Melanie Miranda,ipa,85,No,No,Yes,Yes
Gail Gomez,ips,93,No,Yes,Yes,No
Otto Mercer,ips,84,No,Yes,Yes,No
Kimberly Hart,ipa,96,Yes,Yes,No,No
Nathaniel Combs,ips,93,Yes,Yes,No,Yes
Guy Workman,ipa,85,Yes,Yes,No,No
Brianna Sandoval,ipa,85,No,No,Yes,Yes
George Mitchell,ipa,83,Yes,No,Yes,Yes
Baxter Morton,ips,81,No,No,Yes,Yes
Jaden Coleman,ips,90,Yes,No,Yes,No
Buckminster Whitney,ips,93,Yes,No,No,Yes
Leroy Swanson,ipa,91,Yes,No,Yes,No
Ferdinand Ortiz,ipa,82,Yes,Yes,Yes,Yes
Aspen Flynn,ipa,98,No,Yes,No,Yes
Sharon Vazquez,ips,83,No,No,No,No
Ivan Woodward,ipa,90,Yes,No,No,No
Brynne Andrews,ipa,86,Yes,No,Yes,No
Neville Moore,ips,91,Yes,No,Yes,No
Alden Hamilton,ipa,92,Yes,Yes,No,No
Michael Clements,ipa,87,Yes,Yes,Yes,Yes
Veda Newton,ips,85,No,No,No,No
Lev Garrison,ipa,95,No,No,Yes,Yes
Cherokee Ramos,ips,81,No,Yes,No,No
Erasmus Alvarez,ips,91,Yes,Yes,Yes,No
Aidan Velasquez,ipa,83,Yes,No,No,No
Felix Wilcox,ips,82,Yes,Yes,No,No
Chancellor Moody,ips,81,No,Yes,No,Yes
Amos Snow,ipa,93,No,No,Yes,No
Raphael Morin,ipa,86,Yes,No,No,No
Yuli Wheeler,ipa,82,No,Yes,No,Yes
Quynn Huber,ips,89,Yes,No,Yes,No
Hunter Horn,ipa,89,Yes,Yes,Yes,Yes
Sarah Hawkins,ips,90,Yes,No,No,No
Victor Harris,ips,88,No,No,Yes,Yes
Amos Gross,ips,82,No,No,Yes,No
Gloria Knox,ipa,89,Yes,Yes,Yes,Yes
Maxwell Reid,ips,94,No,No,Yes,No
Josiah Cline,ips,90,Yes,Yes,No,No
Xander Marks,ipa,83,No,No,Yes,No
Idola Craft,ipa,97,No,Yes,No,Yes
Miranda Mcpherson,ipa,90,No,No,Yes,No
Cairo Melton,ipa,90,Yes,No,No,No
Kirestin Cameron,ips,86,Yes,No,Yes,No
Emmanuel Reeves,ipa,86,No,Yes,Yes,Yes
Zelda Farley,ipa,80,No,No,No,No
Hayley Shepard,ips,94,No,No,Yes,No
Aiko Moses,ips,97,Yes,No,Yes,No
Hannah Woods,ipa,86,Yes,No,Yes,Yes
Allen Nelson,ips,83,No,Yes,Yes,Yes
Gisela Powell,ips,80,No,No,No,No
Harper Marks,ipa,83,Yes,Yes,No,Yes
Emma Lambert,ipa,90,No,No,Yes,Yes
Beau Deleon,ipa,81,Yes,Yes,Yes,Yes
Darius Decker,ips,85,No,No,Yes,Yes
Wing Saunders,ips,80,Yes,No,No,No
Noble Wilder,ipa,85,No,No,No,No
Barrett Kirk,ips,94,No,No,Yes,No
Elmo Love,ipa,96,Yes,Yes,No,No
Zorita Aguirre,ipa,87,Yes,Yes,Yes,Yes
Indira Hampton,ips,89,Yes,No,Yes,No
Hakeem Hess,ipa,92,No,Yes,No,Yes
Yeo Gibbs,ips,81,No,No,Yes,No
Laurel Robles,ips,83,Yes,No,Yes,No
Germaine Richards,ips,89,No,Yes,Yes,Yes
Jonas Mercado,ips,86,Yes,No,Yes,No
Kameko Hartman,ips,81,No,Yes,Yes,No
Farrah Guy,ipa,96,No,No,Yes,Yes
Leilani Holden,ips,94,No,Yes,Yes,Yes
Ray Guzman,ips,95,No,No,Yes,No
Meghan Bean,ips,91,Yes,No,No,No
Peter Preston,ipa,90,No,No,No,No
Merritt Ayala,ipa,88,Yes,Yes,No,No
Maia Hancock,ipa,93,No,Yes,No,Yes
Caryn Roberson,ipa,84,No,Yes,No,No
Aspen Rice,ipa,82,Yes,Yes,Yes,Yes
Florence Klein,ips,91,No,Yes,Yes,Yes
Nomlanga Vance,ipa,82,Yes,No,No,No
Leo Delacruz,ips,90,No,No,Yes,Yes
Maia Conway,ips,87,No,Yes,Yes,Yes
Ebony Contreras,ips,83,No,Yes,No,No
Amos Hickman,ips,90,No,No,No,Yes
Nash Rich,ips,96,No,No,No,No
Yuri Slater,ipa,95,No,No,No,No
Ray Franco,ipa,93,No,Yes,No,No
Camden Ballard,ips,81,Yes,No,Yes,Yes
Rosalyn Rosario,ipa,92,Yes,No,No,Yes
Claudia Stanton,ips,96,Yes,No,No,Yes
Louis Nicholson,ipa,90,No,No,Yes,No
Paul Wallace,ipa,97,Yes,Yes,No,No
Clark O'donnell,ips,88,No,Yes,Yes,No
Ahmed Vang,ipa,97,No,No,No,No
Wynter Hahn,ips,85,No,No,Yes,No
Claire Zamora,ipa,85,No,No,Yes,No
Raphael Mcknight,ips,81,Yes,No,No,No
Hermione Castro,ipa,83,Yes,Yes,Yes,Yes
Jaquelyn Guerra,ipa,95,Yes,No,Yes,No
Rebecca Jefferson,ipa,94,No,Yes,Yes,Yes
Julian Guerra,ipa,92,No,Yes,Yes,Yes
Uma Russell,ipa,94,No,No,Yes,Yes
Karen Merrill,ipa,91,Yes,No,Yes,No
Summer Mcguire,ips,87,Yes,Yes,No,Yes
Sylvia Melendez,ipa,81,Yes,Yes,Yes,Yes
Colt Kaufman,ipa,82,No,No,No,Yes
Jenette Holloway,ips,92,No,Yes,Yes,Yes
William Hammond,ipa,83,Yes,Yes,No,Yes
Ahmed Vaughan,ipa,91,Yes,Yes,No,Yes
Marvin Langley,ipa,90,No,No,Yes,No
Maxine Cooley,ips,95,No,Yes,No,Yes
Lani Ferguson,ipa,88,Yes,No,No,No
Serina Frazier,ips,94,No,Yes,No,No
Jack Bailey,ipa,90,No,Yes,Yes,Yes
Kareem French,ipa,89,Yes,No,No,Yes
Joy Roy,ipa,81,Yes,Yes,Yes,Yes
Tate Graham,ipa,85,No,No,Yes,No
Amethyst Blevins,ips,86,Yes,Yes,Yes,Yes
Jakeem Rhodes,ips,95,No,Yes,No,No
Lance Giles,ipa,96,Yes,No,Yes,No
Jack Park,ipa,85,Yes,No,Yes,Yes
Kane Adkins,ipa,89,Yes,No,No,No
Quon Austin,ips,97,Yes,No,No,No
Cameran Pate,ips,88,Yes,No,No,Yes
Callum Payne,ips,96,Yes,No,Yes,No
Jeremy Alford,ips,95,Yes,Yes,No,Yes
Kristen Delgado,ips,86,No,Yes,No,Yes
Gannon Chambers,ipa,95,Yes,Yes,Yes,Yes
Donovan Mooney,ips,93,Yes,No,Yes,Yes
Montana Adkins,ips,81,Yes,Yes,Yes,No
Indira Cannon,ips,95,No,No,Yes,Yes
Rhea Bernard,ips,93,No,Yes,Yes,No
Ariana Adams,ipa,82,No,Yes,No,No
Joelle Weiss,ipa,90,No,No,No,Yes
Cain Torres,ipa,91,Yes,Yes,No,No
Reagan Hayden,ips,98,No,Yes,No,Yes
Alfreda Valdez,ipa,98,Yes,Yes,No,No
Jarrod Riddle,ipa,94,Yes,Yes,Yes,Yes
Lavinia Dickson,ipa,81,Yes,No,No,Yes
Demetrius Vargas,ips,89,No,Yes,Yes,Yes
Freya Compton,ipa,94,Yes,No,No,Yes
Suki Harvey,ips,91,Yes,Yes,Yes,No
Olivia Rosario,ipa,95,Yes,No,No,No
Lamar Zimmerman,ipa,86,No,No,No,Yes
Natalie Glover,ipa,95,Yes,Yes,No,Yes
Simone Drake,ips,87,No,Yes,Yes,Yes
Clare Herring,ips,85,Yes,No,Yes,No
Leah Stephens,ipa,86,Yes,Yes,No,Yes
Carlos Rosales,ipa,88,No,Yes,No,No
Martha Wilkinson,ipa,82,No,No,Yes,No
Lucius Cardenas,ipa,83,No,No,Yes,No
Cooper Gordon,ipa,81,No,Yes,Yes,No
Gwendolyn Hart,ips,91,No,No,No,Yes
Barbara Estes,ipa,81,Yes,No,Yes,No
Stone Cervantes,ipa,91,Yes,No,Yes,Yes
Phoebe Richard,ips,97,No,Yes,No,No
Karen Snider,ipa,88,No,No,No,No
Olga Joyce,ipa,84,Yes,Yes,No,Yes
Sandra Stanton,ipa,97,Yes,Yes,Yes,Yes
Melvin Landry,ips,97,Yes,No,No,No
Demetria Malone,ipa,97,No,No,Yes,No
MacKensie Pratt,ipa,84,Yes,Yes,No,No
Liberty Golden,ipa,87,No,No,Yes,No
Garrison Ashley,ipa,86,Yes,No,Yes,Yes
Xander Coffey,ips,91,No,No,Yes,Yes
Brenden Carney,ips,93,No,Yes,Yes,Yes
Justine Webb,ipa,81,No,Yes,No,Yes
Sonia Boone,ipa,80,Yes,No,No,No
Joshua Ross,ips,86,Yes,Yes,No,No
Cade Herman,ips,91,Yes,Yes,No,No
Zenia Avery,ips,91,Yes,Yes,Yes,No
Connor Warren,ips,97,No,Yes,Yes,Yes
Fritz Arnold,ips,94,No,No,No,No
Abbot Higgins,ipa,85,No,Yes,No,No
Leslie Osborn,ipa,95,Yes,Yes,Yes,No
Maxwell Knox,ipa,93,Yes,No,No,Yes
Jessica Oneil,ipa,91,Yes,Yes,No,Yes
Talon Frazier,ipa,95,No,No,Yes,No
Kasimir Buchanan,ipa,89,No,No,No,Yes
Melvin Suarez,ips,90,Yes,Yes,No,Yes
Ciaran Donaldson,ipa,82,Yes,No,Yes,Yes
Donovan Mejia,ips,84,No,No,No,No
Arthur Perry,ipa,81,No,Yes,Yes,No
Daniel Mcleod,ipa,98,Yes,No,No,Yes
Vivien Bolton,ipa,81,Yes,No,No,Yes
Derek Rojas,ips,89,No,Yes,No,No
Olga Bartlett,ips,86,Yes,Yes,No,Yes
Isabelle Richard,ipa,88,No,No,Yes,No
Rina Wise,ipa,93,No,No,Yes,No
Vincent Guerrero,ipa,93,No,Yes,Yes,No
Alexa Lynch,ips,89,No,No,Yes,No
Amaya Howard,ipa,94,Yes,Yes,Yes,No
Leandra Gould,ipa,95,No,Yes,Yes,Yes
Timothy Mccarty,ips,91,No,No,No,Yes
Ethan Farley,ips,83,No,Yes,No,Yes
Armand Simmons,ipa,97,No,No,Yes,No
Angelica Barr,ipa,84,Yes,No,Yes,No
Brian Lopez,ipa,91,No,Yes,No,No
Dorian Ingram,ips,96,Yes,No,Yes,No
Emery Hampton,ips,86,No,Yes,Yes,No
Chava Mitchell,ipa,86,No,No,Yes,No
Aretha Mcknight,ips,87,Yes,Yes,Yes,Yes
Charles Haley,ips,88,Yes,No,No,Yes
Kelly Petty,ipa,87,Yes,No,Yes,Yes
Tashya Terry,ipa,86,No,Yes,No,Yes
Wynne Kennedy,ips,85,No,No,No,No
Iona Atkins,ips,80,No,Yes,Yes,No
Malik Pacheco,ipa,92,Yes,Yes,Yes,Yes
Candace Mcmahon,ipa,90,Yes,Yes,No,No
Sydney Neal,ips,85,No,Yes,No,Yes
Myra Neal,ipa,98,No,No,Yes,Yes
Xanthus Miller,ips,92,Yes,Yes,Yes,Yes
Ivana Nichols,ips,82,Yes,Yes,No,Yes
Evan Payne,ips,83,No,No,Yes,Yes
Brooke Booth,ipa,90,No,Yes,Yes,No
Rina Adams,ips,95,No,Yes,Yes,No
Adara Mckinney,ipa,91,Yes,Yes,Yes,Yes
Nero Acevedo,ipa,90,Yes,No,Yes,Yes
Flynn Stephenson,ipa,94,No,No,Yes,Yes
Ferdinand Greer,ips,80,No,No,Yes,No
Galena Rosario,ipa,90,No,No,No,No
Evan Sweeney,ips,90,No,Yes,No,Yes
Devin Edwards,ipa,85,No,Yes,No,No
Teegan Roth,ips,96,Yes,No,Yes,Yes
Inga Schneider,ips,98,No,Yes,Yes,No
Hilel Riley,ips,81,No,No,No,No
Craig Brewer,ips,81,Yes,Yes,Yes,No
Kyle Cameron,ipa,97,Yes,Yes,Yes,No
Yolanda Monroe,ips,92,No,Yes,No,No
Urielle Buckner,ips,93,No,Yes,Yes,No
Dahlia Tyler,ips,89,No,No,No,Yes
Claire Shepard,ips,94,Yes,Yes,Yes,No
Lani Brennan,ips,87,Yes,No,No,Yes
Mona Velasquez,ips,90,No,Yes,Yes,No
Raven Durham,ipa,94,Yes,Yes,No,Yes
Reuben Carey,ips,96,No,No,Yes,Yes
Sacha Townsend,ips,96,No,No,Yes,No
Jack Vasquez,ipa,98,No,Yes,No,No
Alden Meyers,ipa,89,No,Yes,No,Yes
Raya Buckley,ips,86,Yes,Yes,No,No
Norman Glover,ips,92,Yes,No,No,No
Laura Sampson,ipa,83,No,Yes,No,No
Jaime Rodriguez,ips,81,No,No,No,Yes
Hector Lloyd,ipa,92,No,Yes,No,Yes
