name,major,score,activity,achievement,nonacademic_achievement,accept_status
Philip Holder,ipa,80,No,No,Yes,No
Nicholas Mendoza,ipa,85,Yes,Yes,No,No
Jada Woodard,ipa,95,No,No,Yes,Yes
Cathleen Clemons,ips,94,No,No,Yes,Yes
Isabella Kaufman,ipa,95,No,Yes,No,Yes
Susan Hinton,ipa,86,No,Yes,No,No
Benedict Shannon,ipa,85,No,No,No,No
George Kerr,ipa,86,No,No,Yes,No
Kadeem Barnett,ipa,82,Yes,Yes,No,No
Clementine Ashley,ipa,81,Yes,No,Yes,No
Trevor Graves,ipa,93,No,No,Yes,Yes
Dexter Kane,ips,83,No,No,No,No
Lois Bryan,ipa,89,Yes,No,No,Yes
Kiayada James,ips,95,Yes,No,No,Yes
Kaye Rodgers,ipa,94,Yes,Yes,Yes,Yes
Hoyt Ball,ipa,82,No,Yes,No,No
Amaya Koch,ipa,91,No,No,No,Yes
Elmo Hurst,ips,92,Yes,Yes,No,Yes
Erica Benjamin,ipa,81,No,No,No,No
Geraldine Kirk,ips,96,No,No,Yes,Yes
Gabriel Keller,ipa,94,Yes,No,Yes,Yes
Cherokee Snow,ipa,85,Yes,No,Yes,No
Winter Lawson,ips,81,No,Yes,No,No
Zahir Deleon,ips,81,No,No,Yes,No
Colette Reid,ipa,97,Yes,Yes,Yes,Yes
Jana Moran,ips,83,Yes,Yes,Yes,No
Galena Vasquez,ipa,98,No,Yes,No,Yes
Amethyst Woodard,ips,87,Yes,No,Yes,No
Iliana Berry,ipa,89,Yes,Yes,Yes,Yes
Dawn Levine,ips,88,No,Yes,Yes,Yes
Alana French,ips,90,Yes,No,Yes,Yes
Debra Wood,ipa,89,Yes,Yes,No,Yes
Chaney Vasquez,ipa,85,Yes,Yes,No,No
Nigel Chambers,ipa,98,No,No,No,Yes
Lucas Mcknight,ips,83,No,Yes,Yes,No
Nola Bean,ips,92,Yes,No,No,Yes
Bethany Pugh,ips,93,No,No,Yes,Yes
Sade Livingston,ips,81,No,No,No,No
Heather Barker,ips,96,No,Yes,Yes,Yes
Kuame Santana,ips,94,No,Yes,Yes,Yes
Fuller Nguyen,ips,85,Yes,Yes,Yes,No
Allistair Ware,ipa,91,No,No,No,Yes
Jermaine Gonzales,ips,91,Yes,No,No,Yes
Evelyn Bolton,ips,97,Yes,No,Yes,Yes
Stone Hickman,ips,82,Yes,No,Yes,No
Wang Hoover,ipa,93,No,Yes,Yes,Yes
Aphrodite Cross,ips,94,No,Yes,Yes,Yes
Odessa Greene,ips,91,Yes,Yes,Yes,Yes
Nina Mcfadden,ipa,81,No,No,Yes,No
Harding Wolf,ips,85,Yes,Yes,Yes,No
Caleb Bean,ips,90,Yes,No,Yes,Yes
Willow Aguilar,ips,96,No,Yes,Yes,Yes
Aileen Hernandez,ipa,90,No,No,Yes,Yes
Julian Becker,ips,96,Yes,No,No,Yes
Maisie Hamilton,ips,92,Yes,Yes,No,Yes
Francis Ewing,ips,92,No,No,Yes,Yes
Xander Hanson,ips,86,Yes,Yes,Yes,No
Edan Jordan,ips,97,Yes,Yes,No,Yes
Murphy Stanton,ipa,90,No,No,No,Yes
Conan Sargent,ips,95,Yes,No,No,Yes
Cain House,ips,93,No,Yes,No,Yes
Lisandra Palmer,ipa,89,No,Yes,Yes,Yes
Jordan Barton,ipa,84,No,Yes,Yes,No
Zephr Santiago,ipa,81,Yes,No,No,No
Clementine Reeves,ipa,96,Yes,No,Yes,Yes
Bernard Blair,ips,86,Yes,Yes,Yes,No
Abra Elliott,ipa,93,Yes,No,No,Yes
Nathan Dickerson,ips,88,No,Yes,Yes,Yes
Demetria Sargent,ips,83,Yes,No,No,No
Joelle Ayers,ips,86,No,Yes,Yes,No
Hadley Houston,ips,84,Yes,No,No,No
Galena Cardenas,ips,91,No,Yes,Yes,Yes
Ruby Morrow,ips,80,No,No,No,No
Vernon Haynes,ips,90,No,Yes,Yes,Yes
Wade Stephens,ips,90,No,Yes,No,Yes
Maisie Coleman,ips,91,No,No,No,Yes
Rooney Mclaughlin,ipa,90,No,Yes,Yes,Yes
Holly Ware,ips,81,Yes,No,No,No
Marah Bullock,ipa,80,Yes,Yes,No,No
Guy Waller,ips,96,No,Yes,Yes,Yes
Kellie Ball,ips,85,No,No,Yes,No
Brody Jones,ips,83,No,No,No,No
Jescie Olsen,ips,91,Yes,Yes,Yes,Yes
Roary Huffman,ipa,93,Yes,No,Yes,Yes
Sebastian Cummings,ipa,98,Yes,No,Yes,Yes
Blythe Larsen,ipa,85,No,No,Yes,No
Jescie Montoya,ipa,96,No,Yes,Yes,Yes
Kyle Noel,ipa,84,Yes,Yes,Yes,No
Yuri Woodward,ipa,83,No,No,Yes,No
Blake Jarvis,ipa,88,No,No,Yes,Yes
Jemima Hawkins,ips,85,Yes,No,No,No
Geraldine Schroeder,ipa,88,No,Yes,Yes,Yes
Robert Irwin,ips,84,Yes,No,Yes,No
Quin Norton,ips,85,Yes,No,No,No
Britanney Jennings,ips,86,No,Yes,Yes,No
Troy Rios,ips,91,Yes,Yes,Yes,Yes
Daphne Hebert,ipa,88,Yes,Yes,Yes,Yes
Adara Branch,ipa,88,No,No,No,Yes
Daphne Hurley,ipa,87,Yes,Yes,Yes,Yes
Leonard Vaughn,ips,92,Yes,No,Yes,Yes
Fritz Ortega,ips,91,No,Yes,No,Yes
Kasper Cole,ips,96,No,No,No,Yes
Lionel Lester,ips,86,Yes,No,Yes,No
Callum Conrad,ips,87,Yes,No,Yes,No
Florence Suarez,ipa,90,Yes,Yes,No,Yes
Zeus Mcneil,ips,93,No,Yes,Yes,Yes
Tad Bolton,ipa,82,No,No,Yes,No
Aretha Brennan,ips,84,Yes,Yes,Yes,No
Hedwig Preston,ips,94,No,No,Yes,Yes
Eve Crosby,ips,88,No,No,No,Yes
Darrel Spencer,ips,83,No,No,Yes,No
Xantha Tyson,ipa,83,No,No,No,No
Derek Preston,ips,86,Yes,Yes,Yes,No
Dylan Holder,ipa,81,Yes,Yes,Yes,No
Sacha Day,ips,83,No,Yes,No,No
Tana Kinney,ips,93,No,Yes,Yes,Yes
Deacon Shields,ipa,89,No,No,Yes,Yes
Graiden Klein,ipa,85,Yes,Yes,Yes,No
Quinn Curry,ips,89,Yes,No,Yes,Yes
Rigel Fields,ips,88,Yes,No,No,Yes
Stuart Singleton,ips,89,No,Yes,No,Yes
Hamish West,ips,92,No,No,Yes,Yes
Keith Pratt,ipa,85,No,Yes,Yes,No
Herman Pruitt,ips,84,No,Yes,Yes,No
Hillary Ballard,ips,88,No,Yes,Yes,Yes
Ashton Zimmerman,ips,86,Yes,Yes,Yes,No
Kenneth Taylor,ips,95,No,No,Yes,Yes
Orlando Schroeder,ips,96,Yes,No,No,Yes
Erich Glass,ipa,85,No,Yes,Yes,No
Bert Patterson,ips,83,Yes,Yes,No,No
Orson Dennis,ipa,97,Yes,Yes,Yes,No
Hilary Maynard,ips,90,No,Yes,No,Yes
Chaim Powers,ipa,83,Yes,No,No,No
Hunter Fowler,ips,85,No,Yes,No,No
Nyssa Lee,ips,84,No,No,Yes,No
Kelly Reynolds,ipa,91,Yes,Yes,Yes,Yes
Karyn Haynes,ipa,82,No,Yes,Yes,No
Valentine Bullock,ipa,95,No,No,Yes,Yes
Dara Livingston,ipa,94,No,Yes,Yes,Yes
Aidan Harmon,ips,91,No,No,Yes,Yes
Emmanuel Rios,ips,84,No,No,No,No
Sarah Dawson,ipa,83,Yes,No,No,No
Yardley Hopper,ipa,80,No,No,No,No
Fleur Gallegos,ipa,94,Yes,Yes,No,Yes
Reuben Cotton,ipa,88,No,Yes,Yes,Yes
Tanya Monroe,ipa,90,No,Yes,No,Yes
Lesley Carson,ipa,96,No,No,No,Yes
Aretha Osborne,ips,83,No,No,Yes,No
Quemby Bean,ips,87,No,No,Yes,No
Cassidy Sharpe,ips,90,No,Yes,Yes,Yes
Georgia Roman,ipa,80,Yes,Yes,Yes,No
Asher Hatfield,ips,87,Yes,Yes,No,No
Plato Dorsey,ips,86,Yes,Yes,Yes,No
Deacon Mcintyre,ipa,88,No,Yes,Yes,Yes
Wanda Ferrell,ipa,83,Yes,Yes,No,No
Samson Giles,ipa,84,Yes,Yes,No,No
Ramona Larsen,ipa,97,Yes,Yes,No,Yes
Donna Bray,ips,96,Yes,Yes,Yes,Yes
Martin Edwards,ipa,89,No,Yes,No,Yes
Leslie Gill,ipa,90,Yes,No,Yes,Yes
Blaze Hunter,ips,97,Yes,Yes,Yes,Yes
Bianca Raymond,ipa,92,Yes,Yes,No,Yes
Robert Hamilton,ipa,92,No,No,Yes,Yes
Grady Wolfe,ipa,94,No,No,No,Yes
Frances Roach,ips,90,Yes,Yes,No,Yes
Zenia Woods,ipa,86,Yes,No,No,No
Unity Orr,ips,83,No,Yes,Yes,No
Gray Gillespie,ipa,90,No,No,No,Yes
Gannon Head,ips,93,No,No,Yes,Yes
Gloria Munoz,ipa,88,No,Yes,Yes,Yes
Ashely Workman,ipa,82,Yes,Yes,No,No
Harding Dawson,ips,97,No,No,No,Yes
Hiroko Sims,ipa,86,No,Yes,No,No
Christine Alvarez,ipa,83,No,Yes,Yes,No
Zenia Rodriquez,ipa,82,Yes,No,Yes,No
David Moreno,ips,90,No,No,No,Yes
Mia Hill,ips,82,No,No,No,No
Louis Stephens,ipa,85,Yes,Yes,No,No
Ramona Porter,ipa,94,Yes,Yes,No,Yes
Harlan Carter,ipa,85,No,Yes,No,No
Veronica Bennett,ipa,90,Yes,No,No,Yes
Serena O'connor,ips,93,No,No,Yes,Yes
Amir Romero,ips,86,Yes,No,No,No
Oleg Mcclain,ipa,88,Yes,No,Yes,Yes
Claire Stokes,ips,82,Yes,Yes,No,No
Vanna Mcneil,ips,92,No,No,No,Yes
Kamal Hunter,ips,96,No,Yes,No,Yes
Francis Bean,ips,83,Yes,Yes,No,No
Irene Robertson,ipa,80,Yes,No,No,No
Haviva Anderson,ipa,96,No,No,Yes,Yes
Olivia Henson,ipa,93,Yes,Yes,Yes,Yes
Rashad Sweeney,ips,81,No,Yes,No,No
Ivana Valencia,ipa,88,Yes,No,Yes,Yes
Shelly Peters,ips,83,Yes,Yes,No,No
Nicholas Osborne,ips,85,No,No,No,No
Martina Jennings,ips,88,Yes,Yes,Yes,Yes
Charissa Calderon,ips,90,Yes,No,No,Yes
Xenos Alvarado,ipa,96,Yes,No,Yes,Yes
Doris Mueller,ipa,84,No,No,Yes,No
Joshua Browning,ipa,86,No,Yes,No,No
Alea Cantu,ips,83,No,No,Yes,No
Chiquita Figueroa,ipa,87,No,No,Yes,No
Fitzgerald William,ipa,81,No,No,No,No
Bradley Cooley,ipa,83,No,No,No,No
Xavier Talley,ipa,93,Yes,No,No,Yes
Sydnee Humphrey,ips,89,Yes,No,No,Yes
Gray Guerrero,ipa,87,Yes,No,Yes,No
Lila Frederick,ips,96,Yes,Yes,Yes,Yes
Kelly Gross,ips,89,Yes,Yes,Yes,Yes
Jade Rojas,ips,85,Yes,No,Yes,No
Arthur Matthews,ips,97,Yes,No,Yes,Yes
Phillip Dodson,ipa,80,Yes,No,Yes,No
Sopoline Workman,ipa,91,No,Yes,No,Yes
Richard Blevins,ipa,93,No,Yes,Yes,Yes
Callum Barrera,ipa,97,Yes,No,No,Yes
Reuben Valenzuela,ipa,94,No,Yes,Yes,Yes
Neve Brooks,ips,80,No,Yes,No,No
Chadwick Downs,ipa,94,Yes,No,Yes,Yes
Steven Moreno,ipa,86,No,Yes,Yes,No
Kellie Sandoval,ips,83,No,No,Yes,No
Emery William,ipa,87,Yes,No,No,No
Alisa Tillman,ipa,93,Yes,Yes,Yes,Yes
Alexander Baker,ipa,88,Yes,Yes,No,Yes
Zorita Davis,ips,94,Yes,No,Yes,Yes
Connor Mooney,ips,98,No,Yes,Yes,Yes
Chelsea Powers,ips,94,Yes,No,No,Yes
Yuli Livingston,ipa,89,Yes,Yes,Yes,Yes
Jelani Holcomb,ipa,84,Yes,Yes,No,No
Carl Mcdowell,ips,83,No,No,No,No
Melanie Miranda,ipa,85,No,No,Yes,No
Gail Gomez,ips,93,No,Yes,Yes,Yes
Otto Mercer,ips,84,No,Yes,Yes,No
Kimberly Hart,ipa,96,Yes,Yes,No,Yes
Nathaniel Combs,ips,93,Yes,Yes,No,Yes
Guy Workman,ipa,85,Yes,Yes,No,No
Brianna Sandoval,ipa,85,No,No,Yes,No
George Mitchell,ipa,83,Yes,No,Yes,No
Baxter Morton,ips,81,No,No,Yes,No
Jaden Coleman,ips,90,Yes,No,Yes,Yes
Buckminster Whitney,ips,93,Yes,No,No,Yes
Leroy Swanson,ipa,91,Yes,No,Yes,Yes
Ferdinand Ortiz,ipa,82,Yes,Yes,Yes,No
Aspen Flynn,ipa,98,No,Yes,No,Yes
Sharon Vazquez,ips,83,No,No,No,No
Ivan Woodward,ipa,90,Yes,No,No,Yes
Brynne Andrews,ipa,86,Yes,No,Yes,No
Neville Moore,ips,91,Yes,No,Yes,Yes
Alden Hamilton,ipa,92,Yes,Yes,No,Yes
Michael Clements,ipa,87,Yes,Yes,Yes,No
Veda Newton,ips,85,No,No,No,No
Lev Garrison,ipa,95,No,No,Yes,Yes
Cherokee Ramos,ips,81,No,Yes,No,No
Erasmus Alvarez,ips,91,Yes,Yes,Yes,Yes
Aidan Velasquez,ipa,83,Yes,No,No,No
Felix Wilcox,ips,82,Yes,Yes,No,No
Chancellor Moody,ips,81,No,Yes,No,No
Amos Snow,ipa,93,No,No,Yes,Yes
Raphael Morin,ipa,86,Yes,No,No,No
Yuli Wheeler,ipa,82,No,Yes,No,No
Quynn Huber,ips,89,Yes,No,Yes,Yes
Hunter Horn,ipa,89,Yes,Yes,Yes,Yes
Sarah Hawkins,ips,90,Yes,No,No,Yes
Victor Harris,ips,88,No,No,Yes,Yes
Amos Gross,ips,82,No,No,Yes,No
Gloria Knox,ipa,89,Yes,Yes,Yes,Yes
Maxwell Reid,ips,94,No,No,Yes,Yes
Josiah Cline,ips,90,Yes,Yes,No,Yes
Xander Marks,ipa,83,No,No,Yes,No
Idola Craft,ipa,97,No,Yes,No,Yes
Miranda Mcpherson,ipa,90,No,No,Yes,Yes
Cairo Melton,ipa,90,Yes,No,No,Yes
Kirestin Cameron,ips,86,Yes,No,Yes,No
Emmanuel Reeves,ipa,86,No,Yes,Yes,No
Zelda Farley,ipa,80,No,No,No,No
Hayley Shepard,ips,94,No,No,Yes,Yes
Aiko Moses,ips,97,Yes,No,Yes,Yes
Hannah Woods,ipa,86,Yes,No,Yes,Yes
Allen Nelson,ips,83,No,Yes,Yes,Yes
Gisela Powell,ips,80,No,No,No,No
Harper Marks,ipa,83,Yes,Yes,No,No
Emma Lambert,ipa,90,No,No,Yes,Yes
Beau Deleon,ipa,81,Yes,Yes,Yes,No
Darius Decker,ips,85,No,No,Yes,No
Wing Saunders,ips,80,Yes,No,No,No
Noble Wilder,ipa,85,No,No,No,No
Barrett Kirk,ips,94,No,No,Yes,Yes
Elmo Love,ipa,96,Yes,Yes,No,Yes
Zorita Aguirre,ipa,87,Yes,Yes,Yes,No
Indira Hampton,ips,89,Yes,No,Yes,Yes
Hakeem Hess,ipa,92,No,Yes,No,Yes
Yeo Gibbs,ips,81,No,No,Yes,No
Laurel Robles,ips,83,Yes,No,Yes,No
Germaine Richards,ips,89,No,Yes,Yes,Yes
Jonas Mercado,ips,86,Yes,No,Yes,No
Kameko Hartman,ips,81,No,Yes,Yes,No
Farrah Guy,ipa,96,No,No,Yes,Yes
Leilani Holden,ips,94,No,Yes,Yes,Yes
Ray Guzman,ips,95,No,No,Yes,Yes
Meghan Bean,ips,91,Yes,No,No,Yes
Peter Preston,ipa,90,No,No,No,Yes
Merritt Ayala,ipa,88,Yes,Yes,No,Yes
Maia Hancock,ipa,93,No,Yes,No,Yes
Caryn Roberson,ipa,84,No,Yes,No,No
Aspen Rice,ipa,82,Yes,Yes,Yes,No
Florence Klein,ips,91,No,Yes,Yes,Yes
Nomlanga Vance,ipa,82,Yes,No,No,No
Leo Delacruz,ips,90,No,No,Yes,Yes
Maia Conway,ips,87,No,Yes,Yes,No
Ebony Contreras,ips,83,No,Yes,No,No
Amos Hickman,ips,90,No,No,No,Yes
Nash Rich,ips,96,No,No,No,Yes
Yuri Slater,ipa,95,No,No,No,Yes
Ray Franco,ipa,93,No,Yes,No,Yes
Camden Ballard,ips,81,Yes,No,Yes,No
Rosalyn Rosario,ipa,92,Yes,No,No,Yes
Claudia Stanton,ips,96,Yes,No,No,Yes
Louis Nicholson,ipa,90,No,No,Yes,Yes
Paul Wallace,ipa,97,Yes,Yes,No,Yes
Clark O'donnell,ips,88,No,Yes,Yes,Yes
Ahmed Vang,ipa,97,No,No,No,Yes
Wynter Hahn,ips,85,No,No,Yes,No
Claire Zamora,ipa,85,No,No,Yes,No
Raphael Mcknight,ips,81,Yes,No,No,No
Hermione Castro,ipa,83,Yes,Yes,Yes,No
Jaquelyn Guerra,ipa,95,Yes,No,Yes,Yes
Rebecca Jefferson,ipa,94,No,Yes,Yes,Yes
Julian Guerra,ipa,92,No,Yes,Yes,Yes
Uma Russell,ipa,94,No,No,Yes,Yes
Karen Merrill,ipa,91,Yes,No,Yes,Yes
Summer Mcguire,ips,87,Yes,Yes,No,No
Sylvia Melendez,ipa,81,Yes,Yes,Yes,No
Colt Kaufman,ipa,82,No,No,No,No
Jenette Holloway,ips,92,No,Yes,Yes,Yes
William Hammond,ipa,83,Yes,Yes,No,No
Ahmed Vaughan,ipa,91,Yes,Yes,No,Yes
Marvin Langley,ipa,90,No,No,Yes,Yes
Maxine Cooley,ips,95,No,Yes,No,Yes
Lani Ferguson,ipa,88,Yes,No,No,Yes
Serina Frazier,ips,94,No,Yes,No,Yes
Jack Bailey,ipa,90,No,Yes,Yes,Yes
Kareem French,ipa,89,Yes,No,No,Yes
Joy Roy,ipa,81,Yes,Yes,Yes,No
Tate Graham,ipa,85,No,No,Yes,No
Amethyst Blevins,ips,86,Yes,Yes,Yes,No
Jakeem Rhodes,ips,95,No,Yes,No,Yes
Lance Giles,ipa,96,Yes,No,Yes,Yes
Jack Park,ipa,85,Yes,No,Yes,No
Kane Adkins,ipa,89,Yes,No,No,Yes
Quon Austin,ips,97,Yes,No,No,Yes
Cameran Pate,ips,88,Yes,No,No,Yes
Callum Payne,ips,96,Yes,No,Yes,Yes
Jeremy Alford,ips,95,Yes,Yes,No,Yes
Kristen Delgado,ips,86,No,Yes,No,No
Gannon Chambers,ipa,95,Yes,Yes,Yes,Yes
Donovan Mooney,ips,93,Yes,No,Yes,Yes
Montana Adkins,ips,81,Yes,Yes,Yes,No
Indira Cannon,ips,95,No,No,Yes,Yes
Rhea Bernard,ips,93,No,Yes,Yes,Yes
Ariana Adams,ipa,82,No,Yes,No,No
Joelle Weiss,ipa,90,No,No,No,Yes
Cain Torres,ipa,91,Yes,Yes,No,Yes
Reagan Hayden,ips,98,No,Yes,No,Yes
Alfreda Valdez,ipa,98,Yes,Yes,No,Yes
Jarrod Riddle,ipa,94,Yes,Yes,Yes,Yes
Lavinia Dickson,ipa,81,Yes,No,No,No
Demetrius Vargas,ips,89,No,Yes,Yes,Yes
Freya Compton,ipa,94,Yes,No,No,Yes
Suki Harvey,ips,91,Yes,Yes,Yes,Yes
Olivia Rosario,ipa,95,Yes,No,No,Yes
Lamar Zimmerman,ipa,86,No,No,No,No
Natalie Glover,ipa,95,Yes,Yes,No,Yes
Simone Drake,ips,87,No,Yes,Yes,No
Clare Herring,ips,85,Yes,No,Yes,No
Leah Stephens,ipa,86,Yes,Yes,No,No
Carlos Rosales,ipa,88,No,Yes,No,Yes
Martha Wilkinson,ipa,82,No,No,Yes,No
Lucius Cardenas,ipa,83,No,No,Yes,No
Cooper Gordon,ipa,81,No,Yes,Yes,No
Gwendolyn Hart,ips,91,No,No,No,Yes
Barbara Estes,ipa,81,Yes,No,Yes,No
Stone Cervantes,ipa,91,Yes,No,Yes,Yes
Phoebe Richard,ips,97,No,Yes,No,Yes
Karen Snider,ipa,88,No,No,No,Yes
Olga Joyce,ipa,84,Yes,Yes,No,No
Sandra Stanton,ipa,97,Yes,Yes,Yes,Yes
Melvin Landry,ips,97,Yes,No,No,Yes
Demetria Malone,ipa,97,No,No,Yes,Yes
MacKensie Pratt,ipa,84,Yes,Yes,No,No
Liberty Golden,ipa,87,No,No,Yes,No
Garrison Ashley,ipa,86,Yes,No,Yes,No
Xander Coffey,ips,91,No,No,Yes,Yes
Brenden Carney,ips,93,No,Yes,Yes,Yes
Justine Webb,ipa,81,No,Yes,No,No
Sonia Boone,ipa,80,Yes,No,No,No
Joshua Ross,ips,86,Yes,Yes,No,No
Cade Herman,ips,91,Yes,Yes,No,Yes
Zenia Avery,ips,91,Yes,Yes,Yes,Yes
Connor Warren,ips,97,No,Yes,Yes,Yes
Fritz Arnold,ips,94,No,No,No,Yes
Abbot Higgins,ipa,85,No,Yes,No,No
Leslie Osborn,ipa,95,Yes,Yes,Yes,Yes
Maxwell Knox,ipa,93,Yes,No,No,Yes
Jessica Oneil,ipa,91,Yes,Yes,No,Yes
Talon Frazier,ipa,95,No,No,Yes,Yes
Kasimir Buchanan,ipa,89,No,No,No,Yes
Melvin Suarez,ips,90,Yes,Yes,No,Yes
Ciaran Donaldson,ipa,82,Yes,No,Yes,No
Donovan Mejia,ips,84,No,No,No,No
Arthur Perry,ipa,81,No,Yes,Yes,No
Daniel Mcleod,ipa,98,Yes,No,No,Yes
Vivien Bolton,ipa,81,Yes,No,No,No
Derek Rojas,ips,89,No,Yes,No,Yes
Olga Bartlett,ips,86,Yes,Yes,No,No
Isabelle Richard,ipa,88,No,No,Yes,Yes
Rina Wise,ipa,93,No,No,Yes,Yes
Vincent Guerrero,ipa,93,No,Yes,Yes,Yes
Alexa Lynch,ips,89,No,No,Yes,Yes
Amaya Howard,ipa,94,Yes,Yes,Yes,Yes
Leandra Gould,ipa,95,No,Yes,Yes,Yes
Timothy Mccarty,ips,91,No,No,No,Yes
Ethan Farley,ips,83,No,Yes,No,No
Armand Simmons,ipa,97,No,No,Yes,Yes
Angelica Barr,ipa,84,Yes,No,Yes,No
Brian Lopez,ipa,91,No,Yes,No,Yes
Dorian Ingram,ips,96,Yes,No,Yes,Yes
Emery Hampton,ips,86,No,Yes,Yes,No
Chava Mitchell,ipa,86,No,No,Yes,No
Aretha Mcknight,ips,87,Yes,Yes,Yes,Yes
Charles Haley,ips,88,Yes,No,No,Yes
Kelly Petty,ipa,87,Yes,No,Yes,No
Tashya Terry,ipa,86,No,Yes,No,No
Wynne Kennedy,ips,85,No,No,No,No
Iona Atkins,ips,80,No,Yes,Yes,No
Malik Pacheco,ipa,92,Yes,Yes,Yes,Yes
Candace Mcmahon,ipa,90,Yes,Yes,No,Yes
Sydney Neal,ips,85,No,Yes,No,No
Myra Neal,ipa,98,No,No,Yes,Yes
Xanthus Miller,ips,92,Yes,Yes,Yes,Yes
Ivana Nichols,ips,82,Yes,Yes,No,No
Evan Payne,ips,83,No,No,Yes,No
Brooke Booth,ipa,90,No,Yes,Yes,Yes
Rina Adams,ips,95,No,Yes,Yes,Yes
Adara Mckinney,ipa,91,Yes,Yes,Yes,Yes
Nero Acevedo,ipa,90,Yes,No,Yes,Yes
Flynn Stephenson,ipa,94,No,No,Yes,Yes
Ferdinand Greer,ips,80,No,No,Yes,No
Galena Rosario,ipa,90,No,No,No,Yes
Evan Sweeney,ips,90,No,Yes,No,Yes
Devin Edwards,ipa,85,No,Yes,No,No
Teegan Roth,ips,96,Yes,No,Yes,Yes
Inga Schneider,ips,98,No,Yes,Yes,Yes
Hilel Riley,ips,81,No,No,No,No
Craig Brewer,ips,81,Yes,Yes,Yes,No
Kyle Cameron,ipa,97,Yes,Yes,Yes,Yes
Yolanda Monroe,ips,92,No,Yes,No,Yes
Urielle Buckner,ips,93,No,Yes,Yes,Yes
Dahlia Tyler,ips,89,No,No,No,Yes
Claire Shepard,ips,94,Yes,Yes,Yes,Yes
Lani Brennan,ips,87,Yes,No,No,Yes
Mona Velasquez,ips,90,No,Yes,Yes,Yes
Raven Durham,ipa,94,Yes,Yes,No,Yes
Reuben Carey,ips,96,No,No,Yes,Yes
Sacha Townsend,ips,96,No,No,Yes,Yes
Jack Vasquez,ipa,98,No,Yes,No,Yes
Alden Meyers,ipa,89,No,Yes,No,Yes
Raya Buckley,ips,86,Yes,Yes,No,No
Norman Glover,ips,92,Yes,No,No,Yes
Laura Sampson,ipa,83,No,Yes,No,No
Jaime Rodriguez,ips,81,No,No,No,No
Hector Lloyd,ipa,92,No,Yes,No,Yes
